Colony_ID,Center_X,Center_Y,Area_Pixels
1,791,698,2129.5
2,853,650,3626.0
3,1215,478,1499.0
4,978,457,3377.5
5,1272,397,417.5
6,1213,389,308.5
7,1279,328,413.0
8,1199,262,554.5
9,1254,255,1609.5
