Colony_ID,Center_X,Center_Y,Area_Pixels
2,715,574,1232.5
4,1188,536,176.0
5,777,546,3156.0
7,1182,502,1375.5
9,1261,455,376.5
10,956,406,2722.5
11,1289,387,525.5
12,1236,304,652.0
13,1283,304,1384.0
