Colony_ID,Center_X,Center_Y,Area_Pixels
1,607,248,48171
2,848,859,46579
3,500,499,1392
4,333,423,1176
5,453,107,830
6,573,451,805
7,87,714,750
8,457,332,713
9,507,131,667
10,350,509,622
11,258,267,566
12,595,822,421
13,227,275,352
14,737,141,350
15,734,556,318
16,646,889,209
17,402,553,100
18,402,553,81
