Colony_ID,Center_X,Center_Y,Area_Pixels
1,1227,713,553.5
2,1014,578,1694.5
3,862,538,904.5
4,1163,509,522.0
5,1222,479,90.0
6,1246,473,195.5
7,1284,475,479.0
8,1285,454,90.0
9,1307,436,318.0
10,876,446,1430.0
11,1027,398,1164.0
12,1307,383,90.0
13,1315,370,100.0
14,1309,358,109.0
15,1336,331,131.5
16,1283,289,81.0
17,1145,217,1164.5
18,1100,176,785.0
