Colony_ID,Center_X,Center_Y,Area_Pixels
1,489,880,100438
2,873,878,49802
3,284,539,13985
4,315,531,7289
5,237,555,5789
6,702,485,5598
7,495,394,5207
8,236,553,4730
9,495,392,3605
10,308,528,2349
11,486,388,1452
12,73,336,444
13,812,283,418
14,75,296,417
15,807,360,367
16,682,907,199
