Colony_ID,Center_X,Center_Y,Area_Pixels
1,496,892,103500
2,888,888,52584
3,708,316,50154
4,517,526,1336
5,377,395,1214
6,604,124,777
7,648,166,658
8,365,486,570
9,366,330,377
10,293,82,317
11,729,662,311
12,666,457,271
13,797,144,86
14,796,143,52
