Colony_ID,Center_X,Center_Y,Area_Pixels
1,492,888,103015
2,883,887,51528
3,339,592,3811
4,463,402,3717
5,338,593,2392
6,462,398,2301
7,277,643,2259
8,742,199,1549
9,740,197,911
10,277,639,851
11,739,195,502
12,701,421,481
13,50,482,304
14,702,419,257
15,763,269,204
16,763,269,131
